ts_us,device_id,gpu_name,mode,from_gpu_mhz,from_mem_mhz,to_gpu_mhz,to_mem_mhz,order,api_mem_us,api_gpu_us,api_total_us,settle_total_us,settle_after_calls_us,polls,stable_n,poll_us,timeout_ms,final_gpu_mhz,final_mem_mhz,power_mw,energy_mj,status
3776926100,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776926543,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776926984,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776927421,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776927864,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776928317,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776928754,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776930185,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776931227,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776931673,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776932125,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776932571,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776933234,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776933682,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776934131,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776934575,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776935254,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776935704,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776936145,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776936596,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776937053,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776937494,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776937936,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776938386,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776938838,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776939311,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776939752,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776940193,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85779132,Not Supported
3776942775,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776943224,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776943671,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776944113,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776944558,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776944996,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776945442,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776945882,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776946321,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776946764,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776947209,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776947653,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776948103,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776948551,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776948995,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776949440,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776949885,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,0,0,0,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776950332,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776950772,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
3776951211,0,"Tesla V100-SXM2-32GB",compute,135,877,600,877,mem_then_gpu,1,0,1,0,0,0,5,2000,2000,0,0,162315,85782491,Not Supported
